what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512553336
error,log,,,"Unhandled event loop exception",1584512578782
error,log,,,"Unhandled event loop exception",1584512583050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512600133
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1584512602431
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1584512602617
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop] return code: 4, 'other error'",1584512605195
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, /cygdrive/d/QuartusProject/NiosPheripheral/software/count/count.elf] return code: 4, 'other error'",1584512608330
error,log,,,"Downloading ELF Process failed",1584512608330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512608348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512610070
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584512615047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512621900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512623768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512675591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512676647
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584512688660
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584512689443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512689861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512697416
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584512697721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512700746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512702473
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1584512702778
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1584512704817
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1584512705000
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop] return code: 4, 'other error'",1584512707588
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, /cygdrive/d/QuartusProject/NiosPheripheral/software/count/count.elf] return code: 4, 'other error'",1584512710680
error,log,,,"Downloading ELF Process failed",1584512710681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512710699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512713351
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584512714516
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584512716462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1584512720795
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584512725170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512728413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512730628
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584512733105
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584512733835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512734445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512741646
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584512745093
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584512754515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512765057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512811745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584512814558
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584512816216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512816522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512820518
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584512823155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512827072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584512828854
