what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1584451041233
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1584451041233
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1584451041234
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1584451041234
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1584451041234
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1584451041235
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1584451041236
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1584451041236
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1584451041236
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1584451041236
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1584451041237
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1584451041237
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1584451041238
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1584451041238
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1584451041238
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1584451041239
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1584451041239
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1584451041240
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1584451041240
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1584451041241
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1584451041241
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1584451041241
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1584451041241
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1584451041242
os,sysinfo,,,"win32",1584451041243
arch,sysinfo,,,"x86",1584451041243
ws,sysinfo,,,"win32",1584451041243
locale,sysinfo,,,"en_GB",1584451041243
processors,sysinfo,,,"6",1584451041243
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1584451041243
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1584451041243
java.specification.name,sysinfo,,,"Java Platform API Specification",1584451041243
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1584451041243
java.specification.version,sysinfo,,,"1.6",1584451041243
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1584451041243
java.version,sysinfo,,,"1.6.0_23",1584451041243
java.vm.info,sysinfo,,,"mixed mode",1584451041243
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1584451041243
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1584451041243
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1584451041243
java.vm.specification.version,sysinfo,,,"1.0",1584451041243
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1584451041243
java.vm.version,sysinfo,,,"19.0-b09",1584451041243
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584451041887
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1584451042189
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1584451043404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451050448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451052016
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1584451060712
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1584451060733
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1584451060735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451061746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451063516
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1584451069213
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1584451073861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451074005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451089771
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1584451089786
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584451093578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1584451095533
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584451101964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451104434
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584451108446
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1584451108455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451108493
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1584451108508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1584451108508
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1584451112254
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1584451112348
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1584451112348
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1584451112348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451112697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451135880
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584451139492
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584451139555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1584451145078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584451149305
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584451150280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451150569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451166612
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584451173491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451179036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451180914
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1584451181234
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1584451183236
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1584451183374
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1584451183378
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1584451207282
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584451228630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451239604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451259514
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1584451291200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584451293456
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1584451314190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584451316398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584451358300
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584451359431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451359737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451362916
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584451368783
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584451370744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451371028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451378628
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584451380579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584451382812
