what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1584518550165
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1584518550165
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1584518550165
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1584518550166
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1584518550166
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1584518550173
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1584518550173
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1584518550174
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1584518550174
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1584518550174
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1584518550175
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1584518550175
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1584518550176
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1584518550176
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1584518550177
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1584518550177
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1584518550177
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1584518550178
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1584518550178
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1584518550179
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1584518550179
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1584518550179
os,sysinfo,,,"win32",1584518550181
arch,sysinfo,,,"x86",1584518550181
ws,sysinfo,,,"win32",1584518550181
locale,sysinfo,,,"en_GB",1584518550181
processors,sysinfo,,,"6",1584518550181
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1584518550181
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1584518550181
java.specification.name,sysinfo,,,"Java Platform API Specification",1584518550181
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1584518550181
java.specification.version,sysinfo,,,"1.6",1584518550181
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1584518550181
java.version,sysinfo,,,"1.6.0_23",1584518550181
java.vm.info,sysinfo,,,"mixed mode",1584518550181
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1584518550181
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1584518550181
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1584518550181
java.vm.specification.version,sysinfo,,,"1.0",1584518550181
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1584518550181
java.vm.version,sysinfo,,,"19.0-b09",1584518550181
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584518551567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584518553385
