what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524694921
error,log,,,"Internal Error",1584524697720
error,log,,,"Problems encountered while deleting resources.",1584524697720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524699181
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1584524699190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1584524699190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524701504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524730063
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584524732374
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584524734452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524737314
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584524739752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524739773
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1584524739781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1584524739781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1584524742942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524743226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524747189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524749962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524753562
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584524754497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524759135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524765398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1584524768484
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584524770393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524771496
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584524774504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524774523
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1584524774535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1584524774535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524778900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524852933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524868426
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584524891372
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584524891417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584524891463
