what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1584509665376
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1584509665376
java.specification.name,sysinfo,,,"Java Platform API Specification",1584509665376
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1584509665376
java.specification.version,sysinfo,,,"1.6",1584509665376
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1584509665376
java.version,sysinfo,,,"1.6.0_23",1584509665376
java.vm.info,sysinfo,,,"mixed mode",1584509665376
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1584509665376
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1584509665376
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1584509665376
java.vm.specification.version,sysinfo,,,"1.0",1584509665376
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1584509665376
java.vm.version,sysinfo,,,"19.0-b09",1584509665376
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1584509665399
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1584509665809
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584509666616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509670016
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1584509672638
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1584509675940
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584509675997
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1584509676006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509676054
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1584509676062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1584509676062
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1584509680297
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584509680311
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1584509683967
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1584509684050
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1584509684170
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1584509684208
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1584509684209
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1584509684209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509684848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509714949
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584509718152
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584509718211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1584509723435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584509726634
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584509727787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509728081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509743401
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584509745728
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1584509749829
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1584509749832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509752191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509753895
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1584509755193
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1584509755229
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1584509757496
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1584509757708
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1584509757714
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1584509780636
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584509789407
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1584509799252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1584509799844
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1584509802730
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1584509827914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1584509841930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1584509846132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584509866080
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584509874680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509874964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509878771
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584509882256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509884516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509886758
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584509890329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509890611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509897239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509904773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584509906478
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1584509906784
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1584509908777
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1584509909038
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop] return code: 4, 'other error'",1584509915927
