what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584450127199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450127506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450130892
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584450135418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450140663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450142440
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1584450142977
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1584450142984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450144766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450151541
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1584450152716
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584450152917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584450158718
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584450160055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450160342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450167975
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584450172130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450174747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450176625
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1584450176908
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1584450178988
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1584450179349
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1584450179354
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1584450199889
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1584450210175
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1584450271981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584450274366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584450291485
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584450297415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450297777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450301684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1584450316655
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1584450317288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450317578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450321432
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1584450324123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450328222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1584450330149
